usine,produit,quantité,date,quantité_stock,quantite_expedié
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2031-01-01,1718,356
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,252,2031-01-01,1612,358
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,448,2031-01-01,1700,360
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,477,2031-01-01,1816,361
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,91,2031-01-01,1662,363
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,456,2031-01-01,1908,364
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,237,2031-01-01,1779,366
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,474,2031-01-01,1885,368
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,472,2031-01-01,1988,369
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,503,2031-01-01,2120,371
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,552,2031-01-01,1776,438
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,456,2031-01-01,1860,372
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,510,2031-01-01,1994,376
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,25,2031-01-01,1768,377
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,186,2031-01-01,1801,379
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,319,2031-01-01,1740,380
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,507,2031-01-01,1893,382
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,479,2031-01-01,1835,384
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,535,2031-01-01,1985,385
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,232,2031-01-01,1738,387
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,415,2031-01-01,2012,388
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,482,2031-01-01,1830,390
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,518,2031-01-01,1974,374
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,181,2031-01-01,1800,355
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,555,2031-01-01,1915,440
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,0,2031-01-01,1017,34
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2031-01-01,1870,142
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2031-01-01,1772,143
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2031-01-01,1627,145
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2031-01-01,1481,146
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2031-01-01,1723,147
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2031-01-01,1333,148
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2031-01-01,1574,149
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2031-01-01,1424,150
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2031-01-01,1182,151
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2031-01-01,1272,152
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2031-01-01,1029,153
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2031-01-01,1117,155
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2031-01-01,873,156
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2031-01-01,960,157
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,77,2031-01-01,792,158
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,153,2031-01-01,786,159
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,129,2031-01-01,755,160
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,160,2031-01-01,959,161
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,273,2031-01-01,1089,201
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,146,2031-01-01,941,164
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,174,2031-01-01,949,166
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,105,2031-01-01,720,140
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2031-01-01,810,139
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,100,2031-01-01,774,136
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,36,2031-01-01,675,135
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,0,2031-01-01,1054,35
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,0,2031-01-01,1018,36
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,0,2031-01-01,981,37
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,0,2031-01-01,943,38
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,0,2031-01-01,813,39
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,0,2031-01-01,773,40
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,0,2031-01-01,902,41
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,0,2031-01-01,731,42
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,0,2031-01-01,859,43
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,0,2031-01-01,687,44
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,534,2031-01-01,768,441
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,0,2031-01-01,642,45
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,0,2031-01-01,595,47
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,0,2031-01-01,811,48
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,0,2031-01-01,762,49
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,0,2031-01-01,712,50
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,0,2031-01-01,661,51
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,0,2031-01-01,543,52
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,0,2031-01-01,608,53
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,0,2031-01-01,554,54
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,0,2031-01-01,499,55
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,175,2031-01-01,761,134
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,0,2031-01-01,453,46
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,442,2031-01-01,850,353
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,0,2031-01-01,510,33
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,465,2031-01-01,883,350
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2031-01-01,1620,73
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2031-01-01,1546,74
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2031-01-01,1471,75
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2031-01-01,1395,76
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2031-01-01,1318,77
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2031-01-01,1240,78
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2031-01-01,1160,80
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2031-01-01,1079,81
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2031-01-01,997,82
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2031-01-01,914,83
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2031-01-01,829,85
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2031-01-01,743,86
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2031-01-01,656,87
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2031-01-01,568,88
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2031-01-01,479,89
Entonova Brest Bioproduction Plant,Huile d'insectes,61,2031-01-01,450,90
Entonova Brest Bioproduction Plant,Huile d'insectes,114,2031-01-01,473,91
Entonova Brest Bioproduction Plant,Huile d'insectes,121,2031-01-01,502,92
Entonova Brest Bioproduction Plant,Huile d'insectes,78,2031-01-01,487,93
Entonova Brest Bioproduction Plant,Huile d'insectes,126,2031-01-01,519,94
Entonova Brest Bioproduction Plant,Huile d'insectes,31,2031-01-01,455,95
Entonova Brest Bioproduction Plant,Huile d'insectes,35,2031-01-01,419,71
Entonova Brest Bioproduction Plant,Huile d'insectes,1,2031-01-01,350,70
Entonova Brest Bioproduction Plant,Huile d'insectes,50,2031-01-01,331,69
Entonova Brest Bioproduction Plant,Huile d'insectes,59,2031-01-01,323,67
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,254,2031-01-01,504,203
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,244,2031-01-01,544,204
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,226,2031-01-01,565,205
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,389,2031-01-01,920,352
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,270,2031-01-01,574,206
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,249,2031-01-01,616,207
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,255,2031-01-01,612,208
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,240,2031-01-01,643,209
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,253,2031-01-01,659,210
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,281,2031-01-01,729,211
Entonova Brest Bioproduction Plant,Huile d'insectes,106,2031-01-01,333,96
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,246,2031-01-01,677,212
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,280,2031-01-01,795,214
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,291,2031-01-01,753,215
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,273,2031-01-01,852,216
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,276,2031-01-01,911,217
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,252,2031-01-01,787,218
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,253,2031-01-01,821,219
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,267,2031-01-01,868,220
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,290,2031-01-01,980,221
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,254,2031-01-01,900,222
Entonova Brest Bioproduction Plant,Huile d'insectes,72,2031-01-01,339,66
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,263,2031-01-01,1030,213
Entonova Brest Bioproduction Plant,Huile d'insectes,126,2031-01-01,368,97
Entonova Brest Bioproduction Plant,Huile d'insectes,99,2031-01-01,395,72
Entonova Brest Bioproduction Plant,Huile d'insectes,137,2031-01-01,433,99
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,392,2031-01-01,947,295
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,330,2031-01-01,980,297
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,385,2031-01-01,1006,299
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,336,2031-01-01,1016,300
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,383,2031-01-01,1085,304
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,371,2031-01-01,1149,307
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,398,2031-01-01,1106,308
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,379,2031-01-01,1173,312
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,347,2031-01-01,1181,315
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,400,2031-01-01,1252,321
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,446,2031-01-01,1375,323
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,439,2031-01-01,1490,324
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,452,2031-01-01,1305,328
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,434,2031-01-01,1593,331
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,405,2031-01-01,1378,332
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,447,2031-01-01,1706,334
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,174,2031-01-01,1541,339
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,386,2031-01-01,1587,340
Entonova Brest Bioproduction Plant,Huile d'insectes,111,2031-01-01,446,98
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,443,2031-01-01,1479,342
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,409,2031-01-01,1543,345
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,390,2031-01-01,1585,348
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,397,2031-01-01,1635,347
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,100,2031-01-01,1441,294
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,354,2031-01-01,1504,291
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,376,2031-01-01,1567,313
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,168,2031-01-01,1448,287
Entonova Brest Bioproduction Plant,Huile d'insectes,126,2031-01-01,472,100
Entonova Brest Bioproduction Plant,Huile d'insectes,138,2031-01-01,509,101
Entonova Brest Bioproduction Plant,Huile d'insectes,61,2031-01-01,468,102
Entonova Brest Bioproduction Plant,Huile d'insectes,122,2031-01-01,486,104
Entonova Brest Bioproduction Plant,Huile d'insectes,119,2031-01-01,500,105
Entonova Brest Bioproduction Plant,Huile d'insectes,144,2031-01-01,538,106
Entonova Brest Bioproduction Plant,Huile d'insectes,72,2031-01-01,503,107
Entonova Brest Bioproduction Plant,Huile d'insectes,97,2031-01-01,492,108
Entonova Brest Bioproduction Plant,Huile d'insectes,129,2031-01-01,512,109
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2031-01-01,1330,257
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,265,2031-01-01,1333,262
Entonova Brest Bioproduction Plant,Huile d'insectes,134,2031-01-01,543,103
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,137,2031-01-01,1314,271
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,349,2031-01-01,1398,265
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,365,2031-01-01,1415,283
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,364,2031-01-01,1478,284
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,67,2031-01-01,1264,281
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,368,2031-01-01,1504,279
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,370,2031-01-01,1348,286
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,379,2031-01-01,1454,273
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,370,2031-01-01,1546,278
Entonova Brest Bioproduction Plant,Huile d'insectes,519,2032-01-01,674,388
Entonova Brest Bioproduction Plant,Huile d'insectes,481,2032-01-01,768,387
Entonova Brest Bioproduction Plant,Huile d'insectes,474,2032-01-01,852,390
Entonova Brest Bioproduction Plant,Huile d'insectes,470,2032-01-01,931,391
Entonova Brest Bioproduction Plant,Huile d'insectes,509,2032-01-01,1048,392
Entonova Brest Bioproduction Plant,Huile d'insectes,434,2032-01-01,1096,386
Entonova Brest Bioproduction Plant,Huile d'insectes,524,2032-01-01,1227,393
Entonova Brest Bioproduction Plant,Huile d'insectes,518,2032-01-01,1351,394
Entonova Brest Bioproduction Plant,Huile d'insectes,531,2032-01-01,1497,385
Entonova Brest Bioproduction Plant,Huile d'insectes,582,2032-01-01,1663,416
Entonova Brest Bioproduction Plant,Huile d'insectes,465,2032-01-01,1732,396
Entonova Brest Bioproduction Plant,Huile d'insectes,456,2032-01-01,1789,399
Entonova Brest Bioproduction Plant,Huile d'insectes,532,2032-01-01,1923,398
Entonova Brest Bioproduction Plant,Huile d'insectes,302,2032-01-01,1825,400
Entonova Brest Bioproduction Plant,Huile d'insectes,525,2032-01-01,1948,402
Entonova Brest Bioproduction Plant,Huile d'insectes,500,2032-01-01,2044,404
Entonova Brest Bioproduction Plant,Huile d'insectes,476,2032-01-01,2115,405
Entonova Brest Bioproduction Plant,Huile d'insectes,310,2032-01-01,2011,414
Entonova Brest Bioproduction Plant,Huile d'insectes,509,2032-01-01,2114,406
Entonova Brest Bioproduction Plant,Huile d'insectes,411,2032-01-01,2115,410
Entonova Brest Bioproduction Plant,Huile d'insectes,440,2032-01-01,2140,415
Entonova Brest Bioproduction Plant,Huile d'insectes,160,2032-01-01,1916,384
Entonova Brest Bioproduction Plant,Huile d'insectes,559,2032-01-01,2064,411
Entonova Brest Bioproduction Plant,Huile d'insectes,529,2032-01-01,2196,397
Entonova Brest Bioproduction Plant,Huile d'insectes,104,2032-01-01,1918,382
Entonova Brest Bioproduction Plant,Huile d'insectes,222,2032-01-01,1789,351
Entonova Brest Bioproduction Plant,Huile d'insectes,341,2032-01-01,1750,380
Entonova Brest Bioproduction Plant,Huile d'insectes,280,2032-01-01,1685,345
Entonova Brest Bioproduction Plant,Huile d'insectes,456,2032-01-01,1793,348
Entonova Brest Bioproduction Plant,Huile d'insectes,501,2032-01-01,1874,420
Entonova Brest Bioproduction Plant,Huile d'insectes,221,2032-01-01,1746,349
Entonova Brest Bioproduction Plant,Huile d'insectes,477,2032-01-01,1880,343
Entonova Brest Bioproduction Plant,Huile d'insectes,481,2032-01-01,2011,350
Entonova Brest Bioproduction Plant,Huile d'insectes,409,2032-01-01,2068,352
Entonova Brest Bioproduction Plant,Huile d'insectes,402,2032-01-01,2116,354
Entonova Brest Bioproduction Plant,Huile d'insectes,9,2032-01-01,1770,355
Entonova Brest Bioproduction Plant,Huile d'insectes,420,2032-01-01,1834,356
Entonova Brest Bioproduction Plant,Huile d'insectes,461,2032-01-01,1935,360
Entonova Brest Bioproduction Plant,Huile d'insectes,480,2032-01-01,2034,381
Entonova Brest Bioproduction Plant,Huile d'insectes,211,2032-01-01,1884,361
Entonova Brest Bioproduction Plant,Huile d'insectes,341,2032-01-01,1862,363
Entonova Brest Bioproduction Plant,Huile d'insectes,508,2032-01-01,2006,364
Entonova Brest Bioproduction Plant,Huile d'insectes,259,2032-01-01,1899,366
Entonova Brest Bioproduction Plant,Huile d'insectes,386,2032-01-01,1918,367
Entonova Brest Bioproduction Plant,Huile d'insectes,322,2032-01-01,1871,369
Entonova Brest Bioproduction Plant,Huile d'insectes,473,2032-01-01,1974,370
Entonova Brest Bioproduction Plant,Huile d'insectes,505,2032-01-01,2107,372
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2032-01-01,1734,373
Entonova Brest Bioproduction Plant,Huile d'insectes,501,2032-01-01,1860,375
Entonova Brest Bioproduction Plant,Huile d'insectes,503,2032-01-01,1985,378
Entonova Brest Bioproduction Plant,Huile d'insectes,523,2032-01-01,2129,379
Entonova Brest Bioproduction Plant,Huile d'insectes,126,2032-01-01,1893,362
Entonova Brest Bioproduction Plant,Huile d'insectes,577,2032-01-01,2049,421
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,447,2032-01-01,1132,345
Entonova Brest Bioproduction Plant,Huile d'insectes,451,2032-01-01,2076,424
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,372,2032-01-01,947,325
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,437,2032-01-01,1243,326
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,380,2032-01-01,1000,327
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,362,2032-01-01,1034,328
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,424,2032-01-01,1337,330
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,387,2032-01-01,1393,331
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,400,2032-01-01,1102,332
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,462,2032-01-01,1522,333
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,379,2032-01-01,1147,334
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,420,2032-01-01,1230,337
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,446,2032-01-01,1338,338
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,405,2032-01-01,1603,324
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,404,2032-01-01,1403,339
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,409,2032-01-01,1470,342
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,412,2032-01-01,1672,343
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,451,2032-01-01,1779,344
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,396,2032-01-01,1827,348
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,473,2032-01-01,1951,349
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,486,2032-01-01,1606,350
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,476,2032-01-01,1731,351
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,488,2032-01-01,2084,355
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,261,2032-01-01,1993,352
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2032-01-01,1734,342
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,382,2032-01-01,2021,354
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,4,2032-01-01,1685,340
Entonova Brest Bioproduction Plant,Huile d'insectes,491,2032-01-01,1803,422
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,229,2032-01-01,1638,322
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,127,2032-01-01,1445,320
Entonova Brest Bioproduction Plant,Huile d'insectes,515,2032-01-01,1892,426
Entonova Brest Bioproduction Plant,Huile d'insectes,535,2032-01-01,2000,427
Entonova Brest Bioproduction Plant,Huile d'insectes,551,2032-01-01,2123,428
Entonova Brest Bioproduction Plant,Huile d'insectes,282,2032-01-01,1976,429
Entonova Brest Bioproduction Plant,Huile d'insectes,590,2032-01-01,2136,430
Entonova Brest Bioproduction Plant,Huile d'insectes,595,2032-01-01,2299,432
Entonova Brest Bioproduction Plant,Huile d'insectes,588,2032-01-01,2454,433
Entonova Brest Bioproduction Plant,Huile d'insectes,356,2032-01-01,2376,434
Entonova Brest Bioproduction Plant,Huile d'insectes,479,2032-01-01,2420,435
Entonova Brest Bioproduction Plant,Huile d'insectes,245,2032-01-01,2229,436
Entonova Brest Bioproduction Plant,Huile d'insectes,562,2032-01-01,2353,438
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,439,2032-01-01,1563,321
Entonova Brest Bioproduction Plant,Huile d'insectes,182,2032-01-01,2095,440
Entonova Brest Bioproduction Plant,Huile d'insectes,470,2032-01-01,2123,442
Entonova Brest Bioproduction Plant,Huile d'insectes,535,2032-01-01,2213,445
Entonova Brest Bioproduction Plant,Huile d'insectes,427,2032-01-01,2194,446
Entonova Brest Bioproduction Plant,Huile d'insectes,541,2032-01-01,2288,447
Entonova Brest Bioproduction Plant,Huile d'insectes,202,2032-01-01,2040,450
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,419,2032-01-01,1672,310
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,128,2032-01-01,1488,312
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,417,2032-01-01,1591,314
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,260,2032-01-01,1630,315
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,410,2032-01-01,1683,318
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,340,2032-01-01,1651,319
Entonova Brest Bioproduction Plant,Huile d'insectes,578,2032-01-01,2177,441
Entonova Brest Bioproduction Plant,Huile d'insectes,3,2032-01-01,1840,340
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,472,2032-01-01,342,380
Entonova Brest Bioproduction Plant,Huile d'insectes,290,2032-01-01,1792,338
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,486,2032-01-01,420,408
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,455,2032-01-01,464,411
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,465,2032-01-01,516,413
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,492,2032-01-01,594,414
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,516,2032-01-01,693,417
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,461,2032-01-01,736,418
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,514,2032-01-01,830,420
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,481,2032-01-01,890,421
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,512,2032-01-01,980,422
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,582,2032-01-01,1138,424
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,546,2032-01-01,1259,425
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,448,2032-01-01,1301,406
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,527,2032-01-01,1401,427
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,539,2032-01-01,1511,429
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,555,2032-01-01,1634,432
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,533,2032-01-01,1733,434
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,597,2032-01-01,1894,436
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,540,2032-01-01,1996,438
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,562,2032-01-01,2119,439
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,431,2032-01-01,2109,441
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,608,2032-01-01,2275,442
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,450,2032-01-01,2282,443
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,368,2032-01-01,2205,445
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,601,2032-01-01,2360,446
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,265,2032-01-01,2197,428
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,581,2032-01-01,2330,448
